character_1,character_2,char1_wins,char2_wins,total_games,char1_winrate,char1_normalized,char2_normalized,id_char1,weight_char1,recovery_char1,speed_char1,combo_game_char1,projectiles_char1,killpower_char1,ledgetrap_char1,edgeguard_char1,spacing_char1,cheese_char1,popularity_char1,pro_scene_char1,online_winrate_char1,easy_char1,id_char2,weight_char2,recovery_char2,speed_char2,combo_game_char2,projectiles_char2,killpower_char2,ledgetrap_char2,edgeguard_char2,spacing_char2,cheese_char2,popularity_char2,pro_scene_char2,online_winrate_char2,easy_char2,Weight_char1,Gravity_char1,Run Maximum Velocity_char1,Walk Maximum Velocity_char1,Maximum Horizontal Air Speed_char1,Maximum Fall Speed_char1,Dash Initial Velocity_char1,Maximum Air Acceleration_char1,Weight_char2,Gravity_char2,Run Maximum Velocity_char2,Walk Maximum Velocity_char2,Maximum Horizontal Air Speed_char2,Maximum Fall Speed_char2,Dash Initial Velocity_char2,Maximum Air Acceleration_char2,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff,Weight_diff,Gravity_diff,Run Maximum Velocity_diff,Walk Maximum Velocity_diff,Maximum Horizontal Air Speed_diff,Maximum Fall Speed_diff,Dash Initial Velocity_diff,Maximum Air Acceleration_diff,matchup_binary
jigglypuff,toon link,4,1,5,0.8,Jigglypuff,Toon Link,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,,,,,,,,,,,,,,,,,-23,-2,-3,7,-4,-11,-17,37,-2,0.0,,,,,,,,,Char1_Wins
greninja,sora,6,1,7,0.8571428571428571,Greninja,Sora,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,,,,,,,,,,,,,,,,,3,-3,5,-1,-1,-14,2,1,-1,-6.0,,,,,,,,,Char1_Wins
joker,wii fit trainer,7,1,8,0.875,Joker,Wii Fit Trainer,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,,,,,,,,,,,,,,,,,-3,3,0,-3,-1,-18,-18,35,3,1.0,,,,,,,,,Char1_Wins
bayonetta,link,9,6,15,0.6,Bayonetta,Link,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,81.0,0.12,1.76,0.945,1.019,1.77,1.936,0.095,104.0,0.096,1.534,1.247,0.924,1.6,1.98,0.05,-23,3,0,15,-2,20,-10,4,-2,4.0,-23.0,0.023999999999999994,0.22599999999999998,-0.30200000000000016,0.09499999999999986,0.16999999999999993,-0.04400000000000004,0.045,Char1_Wins
diddy kong,mii swordfighter,4,1,5,0.8,Diddy Kong,Mii Swordfighter,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,,,,,,,,,,,,,,,,,-10,0,2,-1,0,2,-10,-11,-3,1.0,,,,,,,,,Char1_Wins
mii swordfighter,pokemon trainer,9,3,12,0.75,Mii Swordfighter,Pokemon Trainer,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,,,,,,,,,,,,,,,,,4,-1,-1,-6,1,7,7,-18,2,1.0,,,,,,,,,Char1_Wins
diddy kong,metaknight,2,3,5,0.4,Diddy Kong,Meta Knight,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,,,,,,,,,80.0,0.11,2.09,1.239,1.04,1.66,2.211,0.075,10,-3,0,-6,3,22,-4,-33,-1,5.0,,,,,,,,,Char2_Wins
chrom,jigglypuff,9,5,14,0.6428571428571429,Chrom,Jigglypuff,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,,,,,,,,,27,-2,5,-4,0,-5,22,-38,2,-2.0,,,,,,,,,Char1_Wins
sephiroth,zero suit samus,1,4,5,0.2,Sephiroth,Zero Suit Samus,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,,,,,,,,,,,,,,,,,-1,-3,-4,-1,1,7,-2,0,2,2.0,,,,,,,,,Char2_Wins
link,megaman,5,0,5,1.0,Link,Megaman,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,104.0,0.096,1.534,1.247,0.924,1.6,1.98,0.05,,,,,,,,,2,-3,-1,3,0,-1,9,-11,2,-2.0,,,,,,,,,Char1_Wins
joker,terry,5,1,6,0.8333333333333334,Joker,Terry,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,,,,,,,,,,,,,,,,,-15,5,2,-10,1,10,-15,32,3,0.0,,,,,,,,,Char1_Wins
mii swordfighter,terry,3,2,5,0.6,Mii Swordfighter,Terry,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,,,,,,,,,,,,,,,,,-8,3,1,-10,2,14,-5,11,4,-1.0,,,,,,,,,Char1_Wins
ike,simon,3,4,7,0.4285714285714285,Ike,Simon,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,66,107,2,2,23,5,134,42,28,5,6.0,8000,3.656,57.5,3.0913,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,107.0,0.085,1.52,0.76,0.94,1.85,1.73,0.03,1,4,1,6,-4,-16,-37,-20,0,-5.0,0.0,0.006999999999999992,-0.013000000000000123,0.15200000000000002,0.19399999999999995,-0.20000000000000018,0.08499999999999996,0.020000000000000004,Char2_Wins
littlemac,yoshi,9,5,14,0.6428571428571429,Little Mac,Yoshi,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,87.0,0.09,2.464,1.386,1.208,1.95,2.365,0.04,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-17,-6,2,-4,-1,-17,12,-14,0,5.0,-17.0,0.009999999999999995,0.41800000000000015,0.17799999999999994,-0.13600000000000012,0.6599999999999999,0.38500000000000023,-0.058,Char1_Wins
corrin,olimar,3,3,6,0.5,Corrin,Olimar,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,,,,,,,,,,,,,,,,,19,-3,2,2,-3,-16,-14,9,1,-8.0,,,,,,,,,Char1_Wins
link,sephiroth,3,3,6,0.5,Link,Sephiroth,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,104.0,0.096,1.534,1.247,0.924,1.6,1.98,0.05,,,,,,,,,25,-1,0,0,2,1,8,-13,-1,-3.0,,,,,,,,,Char1_Wins
bayonetta,king dedede,4,5,9,0.4444444444444444,Bayonetta,King Dedede,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,81.0,0.12,1.76,0.945,1.019,1.77,1.936,0.095,,,,,,,,,-46,1,2,12,-1,31,-15,-8,-3,-3.0,,,,,,,,,Char2_Wins
ganondorf,pichu,8,4,12,0.6666666666666666,Ganondorf,Pichu,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,,,,,,,,,62.0,0.14,1.892,1.302,1.029,1.9,1.98,0.1,56,-8,-3,-5,-2,-5,-2,-21,0,-3.0,,,,,,,,,Char1_Wins
fox,megaman,6,2,8,0.75,Fox,Megaman,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,77.0,0.23,2.402,1.523,1.11,2.1,2.09,0.09,,,,,,,,,-25,-5,3,13,-3,-13,2,-22,-1,-4.0,,,,,,,,,Char1_Wins
mario,olimar,5,5,10,0.5,Mario,Olimar,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,,,,,,,,,19,-3,3,2,-3,-7,-11,2,-3,-5.0,,,,,,,,,Char1_Wins
kirby,roy,2,3,5,0.4,Kirby,Roy,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,79.0,0.064,1.727,0.977,0.84,1.23,1.9,0.095,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,-16,-1,-4,0,0,22,-11,9,-2,-1.0,-16.0,-0.05,-0.4179999999999999,-0.23099999999999998,-0.4620000000000001,-0.5700000000000001,-0.30000000000000027,0.045,Char2_Wins
chrom,kirby,5,2,7,0.7142857142857143,Chrom,Kirby,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,79.0,0.064,1.727,0.977,0.84,1.23,1.9,0.095,16,-1,4,-3,0,-22,18,-3,2,0.0,16.0,0.05,0.4179999999999999,0.23099999999999998,0.4620000000000001,0.5700000000000001,0.30000000000000027,-0.045,Char1_Wins
sephiroth,villager,3,3,6,0.5,Sephiroth,Villager,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,,,,,,,,,,,,,,,,,-13,1,1,4,-2,6,-5,-10,3,0.0,,,,,,,,,Char1_Wins
pikachu,sephiroth,3,2,5,0.6,Pikachu,Sephiroth,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,79.0,0.095,2.039,1.302,0.957,1.55,1.98,0.1,,,,,,,,,0,3,2,2,0,13,-6,11,-3,2.0,,,,,,,,,Char1_Wins
joker,mii swordfighter,2,3,5,0.4,Joker,Mii Swordfighter,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,,,,,,,,,,,,,,,,,-7,2,1,0,-1,-4,-10,21,-1,1.0,,,,,,,,,Char2_Wins
bowser,hero,6,1,7,0.8571428571428571,Bowser,Hero,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,,,,,,,,,,,,,,,,,34,-4,2,5,-3,3,11,-1,-2,-2.0,,,,,,,,,Char1_Wins
lucina,pichu,9,7,16,0.5625,Lucina,Pichu,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,62.0,0.14,1.892,1.302,1.029,1.9,1.98,0.1,28,-3,2,-3,-2,1,4,-4,3,-7.0,28.0,-0.06500000000000002,0.07200000000000006,0.2729999999999999,0.04200000000000004,-0.31999999999999984,0.2749999999999999,-0.020000000000000004,Char1_Wins
corrin,metaknight,3,2,5,0.6,Corrin,Meta Knight,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,,,,,,,,,80.0,0.11,2.09,1.239,1.04,1.66,2.211,0.075,18,-5,-2,1,1,10,-1,-19,2,-1.0,,,,,,,,,Char1_Wins
peach,ridley,5,2,7,0.7142857142857143,Peach,Ridley,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,89.0,0.07,1.595,0.924,1.029,1.19,1.826,0.12,107.0,0.09,2.2,1.1,1.05,1.78,1.8,0.07,-18,3,-2,13,1,15,4,12,0,2.0,-18.0,-0.01999999999999999,-0.6050000000000002,-0.17600000000000005,-0.02100000000000013,-0.5900000000000001,0.026000000000000023,0.04999999999999999,Char1_Wins
jigglypuff,kirby,5,3,8,0.625,Jigglypuff,Kirby,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,,,,,,,,,79.0,0.064,1.727,0.977,0.84,1.23,1.9,0.095,-11,1,-1,1,0,-17,-4,35,0,2.0,,,,,,,,,Char1_Wins
mii swordfighter,sonic,3,2,5,0.6,Mii Swordfighter,Sonic,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,,,,,,,,,86.0,0.09,3.85,1.444,1.208,1.65,2.31,0.05,14,-2,-5,-2,3,0,4,-13,3,-3.0,,,,,,,,,Char1_Wins
lucina,mii swordfighter,7,2,9,0.7777777777777778,Lucina,Mii Swordfighter,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,,,,,,,,,-10,0,3,0,-3,0,-2,9,0,-5.0,,,,,,,,,Char1_Wins
robin,young link,5,5,10,0.5,Robin,Young Link,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,,,,,,,,,,,,,,,,,7,-1,-3,-7,0,-19,-6,9,0,-4.0,,,,,,,,,Char1_Wins
mii brawler,rosalina & luma,3,2,5,0.6,Mii Brawler,Rosalina & Luma,51,94,5,5,30,2,133,14,8,2,6.0,11000,6.807,50.53,3.4303,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,,,,,,,,,,,,,,,,,12,0,0,4,-2,-10,-3,-2,-2,-2.0,,,,,,,,,Char1_Wins
king k. rool,lucas,5,4,9,0.5555555555555556,King K. Rool,Lucas,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,,,,,,,,,94.0,0.09,1.65,0.893,1.155,1.37,1.815,0.095,39,-1,-1,0,0,-20,2,-19,-1,4.0,,,,,,,,,Char1_Wins
corrin,yoshi,9,6,15,0.6,Corrin,Yoshi,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,,,,,,,,,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-6,-3,-2,5,0,-4,-2,5,3,-4.0,,,,,,,,,Char1_Wins
pyra mythra,terry,6,2,8,0.75,Pyra Mythra,Terry,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,,,,,,,,,,,,,,,,,-13,0,5,-8,0,19,-5,4,4,1.0,,,,,,,,,Char1_Wins
byleth,chrom,5,1,6,0.8333333333333334,Byleth,Chrom,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,,,,,,,,,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,2,3,-5,0,1,4,-4,4,1,1.0,,,,,,,,,Char1_Wins
ken,lucas,4,1,5,0.8,Ken,Lucas,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,103.0,0.12,1.76,0.825,1.12,1.6,1.936,0.035,94.0,0.09,1.65,0.893,1.155,1.37,1.815,0.095,9,-2,0,6,-1,-39,8,-23,-3,-2.0,9.0,0.03,0.1100000000000001,-0.06800000000000006,-0.03499999999999992,0.22999999999999998,0.121,-0.06,Char1_Wins
chrom,isabelle,5,3,8,0.625,Chrom,Isabelle,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,,,,,,,,,7,-3,4,0,-4,-12,5,-4,2,-5.0,,,,,,,,,Char1_Wins
megaman,wolf,15,9,24,0.625,Megaman,Wolf,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,,,,,,,,,92.0,0.13,1.54,1.208,1.281,1.8,2.09,0.09,10,3,0,-10,3,5,-3,3,-1,3.0,,,,,,,,,Char1_Wins
byleth,lucina,6,0,6,1.0,Byleth,Lucina,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,,,,,,,,,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,7,-1,-5,0,1,-13,6,-8,0,2.0,,,,,,,,,Char1_Wins
littlemac,peach,5,2,7,0.7142857142857143,Little Mac,Peach,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,87.0,0.09,2.464,1.386,1.208,1.95,2.365,0.04,89.0,0.07,1.595,0.924,1.029,1.19,1.826,0.12,-2,-6,5,-15,-3,-33,7,-32,-1,6.0,-2.0,0.01999999999999999,0.869,0.46199999999999986,0.17900000000000005,0.76,0.5390000000000001,-0.07999999999999999,Char1_Wins
rosalina & luma,zelda,6,4,10,0.6,Rosalina & Luma,Zelda,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,,,,,,,,,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,-3,-2,2,4,-1,21,-5,-6,2,1.0,,,,,,,,,Char1_Wins
byleth,olimar,6,1,7,0.8571428571428571,Byleth,Olimar,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,,,,,,,,,,,,,,,,,18,-2,0,-4,-3,-19,-3,7,1,-6.0,,,,,,,,,Char1_Wins
cloud,corrin,9,2,11,0.8181818181818182,Cloud,Corrin,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,,,,,,,,,2,-1,2,0,0,11,6,-6,0,2.0,,,,,,,,,Char1_Wins
mii brawler,wario,3,2,5,0.6,Mii Brawler,Wario,51,94,5,5,30,2,133,14,8,2,6.0,11000,6.807,50.53,3.4303,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,,,,,,,,,107.0,0.107,1.65,0.889,1.271,1.61,1.837,0.12,-14,-2,1,-5,1,4,3,-24,1,0.0,,,,,,,,,Char1_Wins
pit,snake,2,3,5,0.4,Pit,Snake,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,96.0,0.081,1.828,1.259,0.935,1.48,2.09,0.075,106.0,0.08,1.595,0.882,0.987,1.73,1.76,0.03,-10,-1,2,9,-2,0,5,24,3,-9.0,-10.0,0.0010000000000000009,0.2330000000000001,0.3769999999999999,-0.051999999999999935,-0.25,0.32999999999999985,0.045,Char2_Wins
olimar,pyra mythra,6,4,10,0.6,Olimar,Pyra Mythra,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,,,,,,,,,,,,,,,,,-16,4,-6,2,3,1,7,1,-1,1.0,,,,,,,,,Char1_Wins
simon,wolf,3,2,5,0.6,Simon,Wolf,66,107,2,2,23,5,134,42,28,5,6.0,8000,3.656,57.5,3.0913,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,107.0,0.085,1.52,0.76,0.94,1.85,1.73,0.03,92.0,0.13,1.54,1.208,1.281,1.8,2.09,0.09,15,-3,-3,-9,3,5,25,6,2,4.0,15.0,-0.045,-0.020000000000000018,-0.44799999999999995,-0.34099999999999997,0.050000000000000044,-0.3599999999999999,-0.06,Char1_Wins
ike,olimar,8,2,10,0.8,Ike,Olimar,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,,,,,,,,,29,-1,1,-3,-4,-27,-20,-6,1,-8.0,,,,,,,,,Char1_Wins
mario,ryu,3,2,5,0.6,Mario,Ryu,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,60,103,4,3,35,3,128,9,2,1,3.0,5700,6.981,53.04,5.48595,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,103.0,0.12,1.6,0.75,1.12,1.6,1.76,0.035,-5,0,2,-1,-1,10,5,14,0,1.0,-5.0,-0.033,0.15999999999999992,0.405,0.08799999999999986,-0.10000000000000009,0.17599999999999993,0.045,Char1_Wins
king k. rool,littlemac,4,2,6,0.6666666666666666,King K. Rool,Little Mac,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,,,,,,,,,87.0,0.09,2.464,1.386,1.208,1.95,2.365,0.04,46,4,-5,4,3,14,-8,7,1,0.0,,,,,,,,,Char1_Wins
ganondorf,king k. rool,9,6,15,0.6,Ganondorf,King K. Rool,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,,,,,,,,,,,,,,,,,-15,-4,-1,-3,-3,3,-7,1,-1,-5.0,,,,,,,,,Char1_Wins
ganondorf,peach,6,1,7,0.8571428571428571,Ganondorf,Peach,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,,,,,,,,,89.0,0.07,1.595,0.924,1.029,1.19,1.826,0.12,29,-6,-1,-14,-3,-16,-8,-24,-1,1.0,,,,,,,,,Char1_Wins
hero,inkling,6,1,7,0.8571428571428571,Hero,Inkling,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,,,,,,,,,94.0,0.087,1.925,1.134,1.208,1.58,2.118,0.08,7,-2,-2,-8,1,-2,2,-22,4,5.0,,,,,,,,,Char1_Wins
joker,mewtwo,3,4,7,0.4285714285714285,Joker,Mewtwo,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,,,,,,,,,79.0,0.082,2.255,1.26,1.313,1.55,2.255,0.07,15,2,-2,0,-1,7,-9,21,-1,4.0,,,,,,,,,Char2_Wins
greninja,mewtwo,7,4,11,0.6363636363636364,Greninja,Mewtwo,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,,,,,,,,,79.0,0.082,2.255,1.26,1.313,1.55,2.255,0.07,10,-1,1,0,-2,-3,-1,-3,-1,-2.0,,,,,,,,,Char1_Wins
cloud,sephiroth,5,4,9,0.5555555555555556,Cloud,Sephiroth,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,,,,,,,,,21,-3,2,9,-1,8,2,-10,0,-3.0,,,,,,,,,Char1_Wins
ganondorf,snake,15,4,19,0.7894736842105263,Ganondorf,Snake,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,,,,,,,,,106.0,0.08,1.595,0.882,0.987,1.73,1.76,0.03,12,-6,-1,6,-4,-6,8,0,1,-5.0,,,,,,,,,Char1_Wins
cloud,ganondorf,6,13,19,0.3157894736842105,Cloud,Ganondorf,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,,,,,,,,,-18,2,4,8,1,7,7,5,3,-2.0,,,,,,,,,Char2_Wins
hero,link,3,3,6,0.5,Hero,Link,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,,,,,,,,,104.0,0.096,1.534,1.247,0.924,1.6,1.98,0.05,-3,2,0,0,-1,-6,-11,2,1,7.0,,,,,,,,,Char1_Wins
shulk,terry,2,4,6,0.3333333333333333,Shulk,Terry,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,97.0,0.098,1.672,1.155,1.113,1.58,1.87,0.05,,,,,,,,,-11,4,1,-10,-1,-4,-10,32,4,1.0,,,,,,,,,Char2_Wins
chrom,wii fit trainer,8,1,9,0.8888888888888888,Chrom,Wii Fit Trainer,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,,,,,,,,,-1,-3,2,-3,-3,-31,0,11,3,-4.0,,,,,,,,,Char1_Wins
