character_1,character_2,char1_wins,char2_wins,total_games,char1_winrate,char1_normalized,char2_normalized,id_char1,weight_char1,recovery_char1,speed_char1,combo_game_char1,projectiles_char1,killpower_char1,ledgetrap_char1,edgeguard_char1,spacing_char1,cheese_char1,popularity_char1,pro_scene_char1,online_winrate_char1,easy_char1,id_char2,weight_char2,recovery_char2,speed_char2,combo_game_char2,projectiles_char2,killpower_char2,ledgetrap_char2,edgeguard_char2,spacing_char2,cheese_char2,popularity_char2,pro_scene_char2,online_winrate_char2,easy_char2,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff
link,sephiroth,3,3,6,0.5,Link,Sephiroth,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,25,-1,0,0,2,1,8,-13,-1,-3.0
bayonetta,king dedede,4,5,9,0.4444444444444444,Bayonetta,King Dedede,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,-46,1,2,12,-1,31,-15,-8,-3,-3.0
ganondorf,pichu,8,4,12,0.6666666666666666,Ganondorf,Pichu,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,56,-8,-3,-5,-2,-5,-2,-21,0,-3.0
fox,megaman,6,2,8,0.75,Fox,Megaman,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,-25,-5,3,13,-3,-13,2,-22,-1,-4.0
mario,olimar,5,5,10,0.5,Mario,Olimar,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,19,-3,3,2,-3,-7,-11,2,-3,-5.0
kirby,roy,2,3,5,0.4,Kirby,Roy,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,-16,-1,-4,0,0,22,-11,9,-2,-1.0
chrom,kirby,5,2,7,0.7142857142857143,Chrom,Kirby,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,16,-1,4,-3,0,-22,18,-3,2,0.0
sephiroth,villager,3,3,6,0.5,Sephiroth,Villager,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,-13,1,1,4,-2,6,-5,-10,3,0.0
pikachu,sephiroth,3,2,5,0.6,Pikachu,Sephiroth,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,0,3,2,2,0,13,-6,11,-3,2.0
joker,mii swordfighter,2,3,5,0.4,Joker,Mii Swordfighter,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,-7,2,1,0,-1,-4,-10,21,-1,1.0
bowser,hero,6,1,7,0.8571428571428571,Bowser,Hero,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,34,-4,2,5,-3,3,11,-1,-2,-2.0
lucina,pichu,9,7,16,0.5625,Lucina,Pichu,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,28,-3,2,-3,-2,1,4,-4,3,-7.0
corrin,metaknight,3,2,5,0.6,Corrin,Meta Knight,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,18,-5,-2,1,1,10,-1,-19,2,-1.0
peach,ridley,5,2,7,0.7142857142857143,Peach,Ridley,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,-18,3,-2,13,1,15,4,12,0,2.0
jigglypuff,kirby,5,3,8,0.625,Jigglypuff,Kirby,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,-11,1,-1,1,0,-17,-4,35,0,2.0
mii swordfighter,sonic,3,2,5,0.6,Mii Swordfighter,Sonic,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,14,-2,-5,-2,3,0,4,-13,3,-3.0
lucina,mii swordfighter,7,2,9,0.7777777777777778,Lucina,Mii Swordfighter,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,-10,0,3,0,-3,0,-2,9,0,-5.0
robin,young link,5,5,10,0.5,Robin,Young Link,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,7,-1,-3,-7,0,-19,-6,9,0,-4.0
mii brawler,rosalina & luma,3,2,5,0.6,Mii Brawler,Rosalina & Luma,51,94,5,5,30,2,133,14,8,2,6.0,11000,6.807,50.53,3.4303,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,12,0,0,4,-2,-10,-3,-2,-2,-2.0
king k. rool,lucas,5,4,9,0.5555555555555556,King K. Rool,Lucas,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,39,-1,-1,0,0,-20,2,-19,-1,4.0
corrin,yoshi,9,6,15,0.6,Corrin,Yoshi,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-6,-3,-2,5,0,-4,-2,5,3,-4.0
pyra mythra,terry,6,2,8,0.75,Pyra Mythra,Terry,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-13,0,5,-8,0,19,-5,4,4,1.0
byleth,chrom,5,1,6,0.8333333333333334,Byleth,Chrom,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,2,3,-5,0,1,4,-4,4,1,1.0
ken,lucas,4,1,5,0.8,Ken,Lucas,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,9,-2,0,6,-1,-39,8,-23,-3,-2.0
chrom,isabelle,5,3,8,0.625,Chrom,Isabelle,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,7,-3,4,0,-4,-12,5,-4,2,-5.0
megaman,wolf,15,9,24,0.625,Megaman,Wolf,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,10,3,0,-10,3,5,-3,3,-1,3.0
byleth,lucina,6,0,6,1.0,Byleth,Lucina,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,7,-1,-5,0,1,-13,6,-8,0,2.0
littlemac,peach,5,2,7,0.7142857142857143,Little Mac,Peach,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,-2,-6,5,-15,-3,-33,7,-32,-1,6.0
rosalina & luma,zelda,6,4,10,0.6,Rosalina & Luma,Zelda,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,-3,-2,2,4,-1,21,-5,-6,2,1.0
byleth,olimar,6,1,7,0.8571428571428571,Byleth,Olimar,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,18,-2,0,-4,-3,-19,-3,7,1,-6.0
cloud,corrin,9,2,11,0.8181818181818182,Cloud,Corrin,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,2,-1,2,0,0,11,6,-6,0,2.0
mii brawler,wario,3,2,5,0.6,Mii Brawler,Wario,51,94,5,5,30,2,133,14,8,2,6.0,11000,6.807,50.53,3.4303,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,-14,-2,1,-5,1,4,3,-24,1,0.0
pit,snake,2,3,5,0.4,Pit,Snake,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-10,-1,2,9,-2,0,5,24,3,-9.0
olimar,pyra mythra,6,4,10,0.6,Olimar,Pyra Mythra,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,-16,4,-6,2,3,1,7,1,-1,1.0
simon,wolf,3,2,5,0.6,Simon,Wolf,66,107,2,2,23,5,134,42,28,5,6.0,8000,3.656,57.5,3.0913,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,15,-3,-3,-9,3,5,25,6,2,4.0
ike,olimar,8,2,10,0.8,Ike,Olimar,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,29,-1,1,-3,-4,-27,-20,-6,1,-8.0
mario,ryu,3,2,5,0.6,Mario,Ryu,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,60,103,4,3,35,3,128,9,2,1,3.0,5700,6.981,53.04,5.48595,-5,0,2,-1,-1,10,5,14,0,1.0
king k. rool,littlemac,4,2,6,0.6666666666666666,King K. Rool,Little Mac,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,46,4,-5,4,3,14,-8,7,1,0.0
ganondorf,king k. rool,9,6,15,0.6,Ganondorf,King K. Rool,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,-15,-4,-1,-3,-3,3,-7,1,-1,-5.0
ganondorf,peach,6,1,7,0.8571428571428571,Ganondorf,Peach,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,29,-6,-1,-14,-3,-16,-8,-24,-1,1.0
hero,inkling,6,1,7,0.8571428571428571,Hero,Inkling,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,7,-2,-2,-8,1,-2,2,-22,4,5.0
joker,mewtwo,3,4,7,0.4285714285714285,Joker,Mewtwo,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,15,2,-2,0,-1,7,-9,21,-1,4.0
greninja,mewtwo,7,4,11,0.6363636363636364,Greninja,Mewtwo,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,10,-1,1,0,-2,-3,-1,-3,-1,-2.0
cloud,sephiroth,5,4,9,0.5555555555555556,Cloud,Sephiroth,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,21,-3,2,9,-1,8,2,-10,0,-3.0
ganondorf,snake,15,4,19,0.7894736842105263,Ganondorf,Snake,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,12,-6,-1,6,-4,-6,8,0,1,-5.0
cloud,ganondorf,6,13,19,0.3157894736842105,Cloud,Ganondorf,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,-18,2,4,8,1,7,7,5,3,-2.0
hero,link,3,3,6,0.5,Hero,Link,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,-3,2,0,0,-1,-6,-11,2,1,7.0
shulk,terry,2,4,6,0.3333333333333333,Shulk,Terry,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-11,4,1,-10,-1,-4,-10,32,4,1.0
chrom,wii fit trainer,8,1,9,0.8888888888888888,Chrom,Wii Fit Trainer,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,-1,-3,2,-3,-3,-31,0,11,3,-4.0
simon,yoshi,3,5,8,0.375,Simon,Yoshi,66,107,2,2,23,5,134,42,28,5,6.0,8000,3.656,57.5,3.0913,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,3,-5,-4,-6,3,1,29,10,3,1.0
littlemac,samus,6,1,7,0.8571428571428571,Little Mac,Samus,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,-21,-5,4,2,-4,-32,-4,-19,0,6.0
olimar,zelda,6,1,7,0.8571428571428571,Olimar,Zelda,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,-6,0,-1,10,0,23,3,-2,2,2.0
ganondorf,pokemon trainer,8,10,18,0.4444444444444444,Ganondorf,Pokemon Trainer,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,22,-6,-3,-8,-2,1,-1,-26,-1,0.0
ganondorf,joker,8,3,11,0.7272727272727273,Ganondorf,Joker,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,25,-7,-3,-2,-2,-2,2,-29,-2,-2.0
byleth,rosalina & luma,6,0,6,1.0,Byleth,Rosalina & Luma,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,15,0,-3,2,-2,-17,5,11,1,-5.0
fox,fox,2,7,9,0.2222222222222222,Fox,Fox,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,0,0,0,0,0,0,0,0,0,0.0
falco,hero,5,2,7,0.7142857142857143,Falco,Hero,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,-19,-4,1,9,-2,1,1,10,-2,-8.0
inkling,terry,8,4,12,0.6666666666666666,Inkling,Terry,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-14,6,3,-5,1,4,-13,29,0,-2.0
marth,samus,5,0,5,1.0,Marth,Samus,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,-18,0,3,6,-4,-13,-17,6,3,-2.0
bayonetta,mewtwo,4,1,5,0.8,Bayonetta,Mewtwo,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,3,2,-3,12,-1,25,-4,-2,-3,4.0
king dedede,king dedede,2,3,5,0.4,King Dedede,King Dedede,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,0,0,0,0,0,0,0,0,0,0.0
ganondorf,inkling,10,6,16,0.625,Ganondorf,Inkling,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,24,-8,-4,-7,-2,4,0,-26,1,0.0
marth,roy,3,2,5,0.6,Marth,Roy,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,-5,2,0,-2,0,13,-7,18,1,-1.0
ganondorf,yoshi,16,12,28,0.5714285714285714,Ganondorf,Yoshi,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,14,-6,-4,-3,-1,0,-3,-6,0,0.0
kazuya,lucina,4,3,7,0.5714285714285714,Kazuya,Lucina,80,113,5,1,46,2,116,10,7,1,10.0,22100,8.638,53.49,5.6807,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,23,-1,-6,18,1,-23,-6,-22,-4,9.0
banjo & kazooie,pichu,2,3,5,0.4,Banjo & Kazooie,Pichu,73,106,4,4,24,5,142,13,20,3,7.0,15700,4.674,51.45,3.542166667,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,44,-5,-1,-7,2,4,1,-13,1,-1.0
terry,wolf,7,3,10,0.7,Terry,Wolf,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,16,-2,-2,6,0,-4,6,-13,-2,5.0
isabelle,king k. rool,3,5,8,0.375,Isabelle,King K. Rool,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,-45,0,0,-1,1,4,4,10,-1,-3.0
mii swordfighter,wolf,4,4,8,0.5,Mii Swordfighter,Wolf,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,8,1,-1,-4,2,10,1,-2,2,4.0
lucina,ridley,8,5,13,0.6153846153846154,Lucina,Ridley,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,-17,2,2,1,-2,5,2,5,2,-1.0
greninja,metaknight,3,3,6,0.5,Greninja,Meta Knight,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,8,-4,2,-5,1,6,4,-25,1,-1.0
mii brawler,wolf,3,6,9,0.3333333333333333,Mii Brawler,Wolf,51,94,5,5,30,2,133,14,8,2,6.0,11000,6.807,50.53,3.4303,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,2,0,0,-2,0,4,-3,-14,-1,4.0
greninja,inkling,13,8,21,0.6190476190476191,Greninja,Inkling,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,-6,-4,2,-5,-1,-4,6,-21,3,-4.0
fox,mewtwo,2,6,8,0.25,Fox,Mewtwo,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,-1,-3,1,7,-2,-7,-1,-17,-4,-2.0
luigi,sheik,3,2,5,0.6,Luigi,Sheik,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,19,-5,-5,12,0,-17,-6,-24,0,8.0
bowser,mewtwo,6,3,9,0.6666666666666666,Bowser,Mewtwo,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,57,-3,-1,2,-3,2,6,-5,-2,5.0
megaman,mewtwo,2,3,5,0.4,Megaman,Mewtwo,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,24,2,-2,-6,1,6,-3,5,-3,2.0
mewtwo,pyra mythra,4,2,6,0.6666666666666666,Mewtwo,Pyra Mythra,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,-17,3,-1,-2,2,-16,-1,7,0,-5.0
ike,sephiroth,5,1,6,0.8333333333333334,Ike,Sephiroth,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,29,0,-1,4,-2,-14,-10,-19,0,-5.0
isabelle,yoshi,13,7,20,0.65,Isabelle,Yoshi,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-16,-2,-3,-1,3,1,8,3,0,2.0
robin,terry,4,2,6,0.6666666666666666,Robin,Terry,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-13,2,-1,-14,3,4,-11,9,3,-4.0
hero,hero,3,2,5,0.6,Hero,Hero,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,0,0,0,0,0,0,0,0,0,0.0
hero,isabelle,3,3,6,0.5,Hero,Isabelle,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,13,2,1,-3,-1,-7,-9,-5,3,3.0
lucas,robin,6,1,7,0.8571428571428571,Lucas,Robin,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,-1,1,2,5,-1,21,3,12,0,3.0
banjo & kazooie,joker,4,1,5,0.8,Banjo & Kazooie,Joker,73,106,4,4,24,5,142,13,20,3,7.0,15700,4.674,51.45,3.542166667,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,13,-4,-1,-4,2,7,5,-21,-1,0.0
bayonetta,peach,4,6,10,0.4,Bayonetta,Peach,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,-8,1,1,0,-1,4,-5,-18,-1,3.0
fox,terry,5,3,8,0.625,Fox,Terry,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-31,0,5,-3,0,-4,-7,-6,0,-6.0
peach,peach,2,3,5,0.4,Peach,Peach,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,0,0,0,0,0,0,0,0,0,0.0
bayonetta,yoshi,15,8,23,0.6521739130434783,Bayonetta,Yoshi,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-23,1,-2,11,1,20,0,0,0,2.0
mii swordfighter,palutena,4,5,9,0.4444444444444444,Mii Swordfighter,Palutena,52,100,6,4,28,4,139,18,20,5,6.0,5000,3.514,52.55,3.1267,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,9,1,-2,-1,1,3,-8,-7,2,1.0
chrom,lucas,6,4,10,0.6,Chrom,Lucas,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,1,-4,3,-1,-3,-28,11,-13,0,-4.0
ganondorf,megaman,2,4,6,0.3333333333333333,Ganondorf,Megaman,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,16,-7,-3,4,-4,-1,-4,-13,0,0.0
link,wii fit trainer,5,3,8,0.625,Link,Wii Fit Trainer,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,8,0,-1,-6,1,-20,-3,8,3,-3.0
king k. rool,rosalina & luma,3,2,5,0.6,King K. Rool,Rosalina & Luma,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,51,0,-2,3,0,-13,0,1,-1,2.0
ganondorf,roy,14,7,21,0.6666666666666666,Ganondorf,Roy,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,23,-3,-5,-5,0,11,-9,1,-2,2.0
ganondorf,ridley,8,2,10,0.8,Ganondorf,Ridley,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,11,-3,-3,-1,-2,-1,-4,-12,-1,3.0
inkling,rosalina & luma,6,1,7,0.8571428571428571,Inkling,Rosalina & Luma,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,12,4,1,7,-1,-14,-7,28,-3,-3.0
